target,ids,user,text
1,1676665668,shelby_says,@Socallove well whore  i'm at a meeting right now haha  but i don't have plans after this ;] you wanna get freaky?!
0,2001506116,stevenfelix,flamin hot cheeto puffs are burning up my guts 
1,1796857922,perspectiveye,still editing  looking forward to tonight. but until then...must edit.
0,2248933217,BLAZEEE1,My phone iz gonna be turned off@mdnight.....so sad. 
0,1685688691,dasiavou,i wish real people would follow me 
0,2257581614,indy44,I'm weeping now   Got a birthday party to go to in 20 minutes.Looks like I'm going to miss qualifying
0,2249602595,speedyell11,"@Franzmo I just listened to the link, and my heart broke in 12 million peices. You just ruined my great day "
0,1977557369,Frisbees,A total of fifteen minutes before a fight broke out 
1,2012670288,melaniemprados,I am really tired and have to wake up early for school tomorrow! Have an awesome night everyone!  I will tweet away tomorrow as always! &lt;3
0,2252101577,writrightwrote,I keep thinking It's 830 at night.  and i have to put up with a sickening cute couple. Love my life 
0,2063861827,robcollingridge,"As if the rain isn't depressing enough, I'm doing my finances for the month  Tesco get too much of my money!"
0,1696002308,Kkyay,Is sitting here waiting for my carpool 
0,2057110120,marisatangorra,I wish I was with @mileycyrus @ddlovato @selena gomez and @jonasbrothers 
0,2262825845,Joseph1391,@kevwilliamson what do you think?  Any chances?  Scream will not be the same without Neve as Sidney. 
0,2179389922,shiningcher,@WHITONA he just called picking someone he hired from bk then coming to me.. we have orientation manana.. NO TWEETING  @cheraustin
0,1468395703,Jess_Cathcart,@rochellesheree I missed you...  is wednesday your day off? or is that thursday?
0,1964710819,james998964,Computer pissing me off. 4 gig ram 2.5ghz Dual core and vista freezes...fuck you microsoft...i want win 7 
1,1693268813,sheilal1,@mhwendy We went shopping in both places...  How was the concert?
0,1988937455,Nisa12,"@mileycyrus YOU WONNN???? Ayayay congrats!! You deserve it  Im from Indonesia and we have different time. So, I didnt watch you. Sorry "
0,2261775270,madisongissing,so im pretty much miserable here in LA with NObody to hang out with (it sucks everyone went home  )
1,1970065248,TrondheimTravel,"@Eltah Thank you doll face, i am glad you liked my jokes  It's great to see people laughing and having fun on here!"
1,1967606013,rileysayseatme,Spending a night out and then my open house tomorrowww. 
0,1977446425,iloveyou45,"aggenda: shower, sleep, try not to scratch bug bites "
0,2324511784,BeverlyIcely,getting ready for my prom but i feel ill 
0,2071614212,FlowerMoundBear,I am SOOOOOOO PISSED!!!  I forgot that the Tony's were on tonight.  I'm only catching the last 30 minutes of it.  
1,1559842779,Pauluz,@AZ_Alkmaar No commnts needed    - [Re:] http://mobypicture.com/?8xwyqb
0,2058445521,zigzag_girl,@smosh i wish i could ride an elephant in a river 
0,2206659490,kalenax,cleaning. 
0,1770897587,JeNeSaisQuoi_,is a Broken Hearted BOY 
1,2014361255,oldskool90,@SonjaNorwood Well Mrs Norwood I WAITED!! But I'm sleepy with classes in 7 hours. Peace and all my love. Gnite 
1,1564415305,BIGJON86,"@JoBoSWFC its allllll goooooddddd,im new to this twitter thing too,its pretty funny though all is cool "
0,2185613680,___eloy,"___just got off the phone with elliott. Aw, hope he gets his jeffy back "
0,2246281852,xTR_ASHx,Gotta love the 91 traffic! 
1,2174863339,LenaAlli,@nickjonas and londons glad your back 
1,2018042690,MomofFaith,@DaySpringCards So glad to hear that! I'll be emailing you shortly. It's been a hectic last two weeks..I apologize for the delay 
0,2236426538,MildManneredBoy,Having bit of a crappy day today   Someone cheer me up?
0,2063695765,inwo23,Ah the single life.  It makes the mornings taste so good. I need some coffee. 
1,1980147796,Thomasasz,Something Nice Back Home 
1,1827903594,JChoice1908,i'm definitely goin @victoriahawkins I'ma be back in NC that week just for the cruise &amp; my BDAY yay 
0,2298712174,watermelon04,"I still want to see the Jonas Brothers, and I found row 3 tickets! Someone go with me "
1,1970044492,danijanerodgers,it's SATURDAY 
1,2051316823,webwoke,ohh yesss move up by 2  105. indianpad.com
0,2250236021,teribuan,@nikifer  all the folks i play l4d with on the xbox no longer wants to play with me!! cause i ONLY use the 'mercy' map only on easy! lol
0,2296909635,MzXxXcLuEsIv,"been on a tweet break the last few days but i'm back now...taming the beast most call hair, ugh! "
0,1696088466,shawn_slh,wasting so much time trying to get internet access 
0,1970749533,ujwalaprabhu,@animallounge thank you for the best wishes. sorry just saw the message 
0,2193544152,hxcfairy,@arctic_penguin *looks through box of guns* I don't seem to have a yearbook gun 
1,2002154702,keesitt,@qippy its a good idea 
1,1972737369,JillyO,Happy Saturday!! It's amazing here today! We're off to be tourists in our own city. 
0,2213498731,acatinatree,@damana Can't believe I trekked down only to miss you  When are you off - time for a quick coffee before you go?
1,2051446031,sydneyaustin,My favorite Blog hands down! http://thesartorialist.blogspot.com/  The man knows fashion 
0,2061332899,BleuMuze,@Budor where'd they go?  LOL
0,1880680369,hannahbelfast,"talking to the coolest person alive, debs =] im in spanish "
0,1932861960,anthonyv19,Why can't I sleep?  I fall asleep sitting up but as soon as I lay down I stare at the ceiling for half an hour 
1,1993393803,Jovi_Jonas,"@Shin_Shan  awh, yey "
1,1957487801,sarahbrookee,Trains suck. See aimee and Scott in half 
0,2197737705,Siz_Star,dreading exams tomoro  i hate aspects of my life so much. People make me angry.. Im going to bed cba anymore.
0,2191514043,jessicablack88,at work!!  not long to go now!! 6 and half hours to go!!! YAY!!!
0,1883579194,WormsAreFunny,@ph115 (((PH))) What am I going to do with myself now???   
0,1680696440,raq_jonas,scared of the swine flu. 
0,2177730244,Sw33tEmo,"i hate wakein up early, it sux. i have nothing 2do after i excercise "
0,1962388400,jbrinkman,Almost ready for new Beta.... until we found a showstopping bug   Please standby.
1,1564690254,rosenys,Finally something to look forward to 
1,1998996495,bootstrapper,"@gina_bruno, welcome to Twitter! Might want to follow: @washingtonian, @robdyrdek, @sportsguy33, @cnnbrk, @redsoxgame, @premiumoutlets  "
1,1880504014,KwlAznKid,"i don't even care if i don't my new car, and i have 3papers due soon, but i'm feelin really good right now for some reason  &lt;3"
0,2215778195,Zetta88,.almost out of work 
1,1573930258,paulhatzi,I am getting up at 5am to go to the gym - there's motivation!! I'll tweet in the morning the actual time I go 
0,1827485328,CherokeCannibal,"Havent really updated.. been busy, and GROUNDED. It sucks. "
1,2050996322,kennygo,@tmohede that's irrelevant. LOL! Let's just use em and make ourselves happy. Hahahaha! 
0,2058568761,p0ped0nte,@rsmith86 I want veggie cupcakes. 
1,1755124015,shanut,home for mother's day. 
0,1883316385,laurabelfiore,is so pissed that she cant go to the beach todayyy  oh well....partay tonighttt!!!
1,1994339809,giloi2009,"@Rosiecosy I know what you mean, &amp; then you have to spend ages unfollowing loads of people :/ my twitter is pretty clean right now though "
1,1685757921,bob88jrthe3rd03,Just bought a ....variety of body parts at Walmart  I say a good night!
1,1999235000,peerlessdeepak,@debugordie its still morning for me dude 
1,1573950515,AnnieC1,This one's for Claire  xx ? http://blip.fm/~4opia
0,2222753459,yerennaicir,is having second thoughts....... 
1,1962485246,yayazen,Take your time love. Just call me when YOU (not me) is ready. 
1,1956798691,andrewcamp,@HeikeB Definitely will! 
1,2014999037,anushree_venky,@karthikh its good  well see you soon!
1,1981130311,annNow,"@medgirl2001 Until @twitter brings back our #EVERYONEbutton, access PT @ http://twitter.com/public_timeline or link in btm of Settings.  "
1,1996858163,DawnMarieLentz,Is at the East End Repoublican Club doinn my thing  love this placceee!!! &lt;3
1,2176140905,mittensgizmo101,@dmark08 Thanks! 
1,1754286871,qnxlvr,"is going to relax on a terrace, then chillout at Radio queertunes, then QT dance  Busy busy busy with relaxing ;-)"
0,1991197863,speeb,Last day of a 3 week paternity leave. 
1,2003744755,thermidor101,"@warrenellis  No doubt about that! I believe a neologism is due to describe such power, what about your EnglishawesomenessNESS?"
1,1979350346,lyciabycia,STUPid CRAZY FRUitY SwaaG.. lmao wtf.? oh welll ayyyyyyyyyyyyyyyyyyyyye.! okkaaayyyyyyyyyyyy.! Guccci biiiitch... lick the rapper.. 
1,1823012170,angilio,@mckay12 I'm with chuck btw 
1,1973419292,vnakic,"@johnnyBee1 nope, happens to me all the time. your brains trying to tell you something "
1,1553801538,Hailee3,I love cute shorts. 
1,1996043534,heyrai,@EL3G  thanks
0,2256074180,MarkyB27,@iphonegirl That's a nightmate 
1,1971721487,bn1511,"Ah, got in a quick nap!  Yay! to the Westin for allowing early check-in at 7:30 AM "
1,1970294592,yorlenysolera,guys vote for @mileycyrus now for mtv movie plz 
0,1833607641,definatalie,I think I'm too dumb to apply for Realise Your Dream 
1,1969922882,Tanya_xO,@amystar92 wuu2 tomorrow? Would you wana see JB3D again? 
1,2070151728,pandapoonage,Victory! Boba time 
1,1976546161,creation2k5,"@srivaninarra I don't know, why I remember you as being a vegetarian..my bad "
0,1965913885,jrmyslv,@alexxxpatterson we won't be in town  email me if there is another one though.
1,2002212116,FoOie,@gnoserif PC is still the best gaming platform IMHO 
0,1975840432,oneiromancy,susan boyle lost  on a brighter note - i just bought a ping pong table!
1,1556687182,toothfairycyber,@npender thks 4 sharing happy note!  Hope U enjoy this special *Toothfairy Dusting* special Tweet just 4 you Enjoy ~Toothfairycyberspace~ 
1,2176575431,peter_betos,@christymaecute Ei.. What's with that lips background? 
1,1835869529,depping,@atxtraveler well all other sodas are 20 euro cents so just pick 
1,1992201642,ChristineEide,Won a $200 Ivy Spa package at the i612 event! Thanks Baby Center 
0,2215551068,lolligagger,"I wish I could survive a Japanese gameshow  Put me on the show, please."
0,1882055456,DRAMAndPLEASURE,im soo pissed cause of this stupid ass who keeps nagging me :| i cant sleep  but i`ll try to. ugggh. bye again
0,2062405788,_Natalieee,Is working on a sunday 
0,2222467235,BXDIAMOND,2DAY IS A NEW DAY PEOPLE.. GOT ALOT TO DO &amp; NOT LETTIN MY BAD MOOD GET IN MY WAY... SUCKS WHEN FUCKED UP SHIT HAPPENS 
1,1825742152,dN_redNests,Central Park run = 6 miles 55 minutes ... amazing experience  #NYC #glasgowhalfmarathon
1,1468037060,kaancornelio,@zeet75 Hahaha. ) I'm taking HRIM.  So I think it's only basic math. 
0,1932484602,Schnatti_0501,ust got back from the baseball game! The seats were amazing....the game not so much....unfortunately 
1,2056280193,ajizzlehyphy24,Bye Bye Dirty Ass Fresno....Hello Beautiful Bay Area!!!!!!!..I Love Were Im From 
1,1969288759,jananis,@macadamiathenut : some1s gotta start it 
1,1997695810,b5andjbluva,@Jonasbrothers hey when does joe single ladies dance come out?? its been way too long! lol 
0,2205380819,shinsh0ku,@glitteresque cannot see T__T only preview 
0,1978692293,BabeNatasha,So Bored All Of A Sudden. 
0,1956639055,ClaireBear14,"gone to bed. tg tomorrow is fri, up in 5 hrs "
1,2067548585,zhenjl,@randybias it's good to have the combo...gets u far 
1,1834907210,maccamcb,So....that's higher business management over and done with. Unless of course I fail and redo it 
1,2185238966,xcreativexsoulx,Happy that my Monday at work is about to end. 
0,1972847260,simontay78,It's rather hot tonight isn't it 
0,1961911011,cait8709,@chasejustin i can't go tonight   *Cait*
1,1980619419,ugaled,@itayhod Coming to Ivri tonight? Look for me if you're there. Time to say hi in person 
1,2067723066,SCORPIO_DOLLY,@KiLLuHKaYy thanx chicka  say hi 2 everybody!
0,2324256429,bkhcopa,can't sleep....hence the tweet at 3:45 in the morning 
1,1826489311,Gacco,@Pauly666 Ignoring you! 
1,2182174164,Ealasaid,"@Sandman1981 Nope, licit, meaning legal.  Opposite of illicit.  Legit would've worked too, but wasn't the first word I thought of."
1,1990969159,burning_angel,@nadinka22 My parents didn't call the whole night and I went home 11:20 p.m which is not typical for me. I'm so proud of them.  haha
1,2062863222,natalieannem,Yaaay billy ray is coming to Aus 
0,2226927692,slottering,facebook twitter app not updating my status 
1,2002349150,Shawnuhhhfer,@jennuhfurrr I know.  and gym!
1,1972386307,Greg_Collins,sky still the intro of The Cure's &quot;Just Like Heaven&quot; for the rugby then 
0,1879985049,apoapsis,it is still not easy to listen to the good miss apple. 
1,2050041276,noemimartinez,Headed to the movies!!  Date night!  
1,2177230363,tennischick38,@kewiki A quik hello/goodmorning to you..have a great Monday! 
0,1969251555,Silver_Doe,@cheryldoherty Congrats? ( : ? 
0,2254140936,johnmark,oh man. things look bleak in iran   #iranelection
0,1978262781,songbird215,"I can't sleep, I should went out "
1,1957501845,CaSami007,Loving hulu  maybe my funky hours wont make me miss  every show I ever used to watch now.  
1,1988783466,OmgATiger,Yum! Strawberry Cheesecake Ice Cream from Bubbies for dessert. 
1,2061444433,kiljaeden12,wanting to be like Robert Kiyosaki 
1,1833646781,Az84,Back we go for another week of work. Organized more leave for music shows  only a couple more days of midnight shifts
0,2247294315,DjDrewG,I wanna go to barts bday tomorrow but it's suppose to be horrible out 
1,1957301044,sumitmenon,@anexemines If u do find someone... Let me know. 
0,2250399995,chelbelx3,@mileycyrus plzz w rite back miley  it would make me so happy! im going to ur concert in portland im so stoked!im flying out there just4u
0,1827676596,utzyfb33, Find it yet?
0,2301980850,Aeonix,"@phuturatica NOOOOOOOOOOOOOOOOOOOOOOO, not Satans "
0,2063578675,Jennymac22,Concerned... landladies having very heavy convo downstairs. I hope they don't split up 
0,2237331866,supaflya,"oh daaamnnn! the firemen ball's on the 14th and i'll still be in Cannes  So many handsome men united 2gether, and i miss it! *out tonite*"
0,1998861764,loganpoweredny,"Putz Sucks.... Put him up there with Heilman, Mota and King Armando Benitez...   #Mets "
1,1554075612,karlkovacs,"@Diana_143 cirmefighting / superhero work is tough on any gadget. This is one that I am putting through it's paces. Actually, I did  LOL"
0,2249033908,nicjenn,It's the middle of June and I'm sick... 
0,1883005092,noemolly,@shadye909 
1,1981834339,Lulustress,@johnnyB182 wow..my thoughts exactly.. 
0,2182547162,Ju4nk4, Losee Magic
1,2011503921,Lovellama,@sheetzam Talked to him again and he was ZOMG economy no money.  Sigh.  Ah well...  Ps can he read these?  
1,1793801165,greenfee,@KayTyler I've been looking up some Annika vids on youtube. Fantastic swing and yup her record is incredible. I'll put her on the list 
0,2322651663,XxMusicLuvr18xX,"I just whitnessed the most disturbing thing ever with @shanaynerz. EWW it was so bad, we almost started crying. O_o So fuckin' nasty!! "
0,2324751831,lushiza,so happy!!! well tom. is friday!!! SHOPING TIME!! got my orders already don!!! except for the skit!  huhu!!!
0,2178363897,PerryPiekarski,"My god, I've missed this job. Samurai Shodown hands on is on hold, unfortunately "
1,2060276807,DebBennett555,@AnimalPlanet I love Its me or the dog ..great show 
1,1996311751,JiMpiSh,@girlwithnoname I am doing well.  Just gettin my backyard pool &amp; hottub in shape today. Our @GBTweetUp is this weekend. Fun abounds!
1,2188753498,geechee_girl,@girlgamy you're still up  welcome to the night owl club
1,2063227404,julia303,....new post on &quot;My Fair Lady&quot;...musicalawakening.blogspot.com 
0,2220825561,tripleox,Depressing when you look at a site that ranks number 1 for a term and it's backlinks are absolutely shocking. Just not right! 
1,1971290409,okiemomof2,"is off to Edmond for the Silent Breakfast, then to Blocking practice for Peter Pan "
1,1991243473,Ste1987,@jc76 Rather understandable.. 
1,1824898260,keza34,@jacqueline47 what out from under your feet? lol 
1,2185378787,ErinJanus,@mattchu Starbucks gives me a cozy feeling.  Until I order some cappuccino and see $9.00 due on the till.
0,2261537072,MistaChy,@MonaCherryDoll the video of neda dying was horrifying  #neda #iran
0,2326346238,purplesense,can't believe it has been one year already.. yet the pain I feel whenever i think about it is no less than what i felt before. 
0,1882186158,RooAngel,"If it was easy, it wouldn't be called Love. My poor baby girl is hurtin. "
0,1984603861,Scriber57,"Ronnie is sick, so I had to go to meeting by myself.   Went in service after meeting with Jessica and son in law and some more people."
1,1559642102,cassythebandit,@adventuredaily you should have another one.  yyyeeeeeaaahhh
1,1551844571,jessicatudor,@jsmithready there'd better be a package in there for me! 
0,1962856877,jennaajonas,@laurenRIOT_x it's only on in glasgow 
0,2259775594,enolovesyou,"bored, depressed, and sick   Lonely as hell too..."
1,2016250330,dianavi,Web Designing...   business planning...  got fever for 2 days but... fully up by tomorrow!  The show must go on.  
0,1991845991,LiamBradley,"@MartinBrandt I know, I know "
1,1834750185,TinyPicTweets,@videogametweets and heres my Collectors Item of the Day  http://i43.tinypic.com/21ocuc6.jpg http://twitter.com/TinyPicTweets/statuses ...
1,2062459977,annavaganza,happy Sunday all 
1,2065479005,sofisticat,@nj17 oooh could be fun 
0,2070618145,cee_kay,@jellayz oh no! i'm sorry  she was a good dog~
1,2191949468,romanstrobl,"@vaclav_pech congrats, I started my 3rd week now "
0,2229628012,Ichab0d,"@SinnoPrime 164 with shipping. He is awesome, Just sucks I've had him for ten minutes and he broke. "
0,2322461082,screbee,"Be careful of what u tweet. Becoz I tweet pimples earlier, Acne Cure now follows me.    Very uncool leh."
1,2066972702,eldriyal,Sailing away on the New York fairies  beautiful day
1,1977956993,samshatarah,"almost forgot to tweet this!!! Cute boy, looks like cj baran, almost, 17, named nick from flo rida haha we danced   to shakira shakira! "
1,1979017312,IamGlick,@natluvscupcakes Why so happy for sunday! 
1,1550908698,cutiepie1703,enjoying this beautiful sunny day... just wish it was a bit warmer 
0,2205924405,krazyleesa12,was told via text there were brownies on the stove but all I see is an empty pan that HAD brownies in it...they were mint ones too!  
0,2015855287,Amib70,agghhh i have food poisoning 
0,1835858424,VelvetLace,@HARLEMVIXEN I think I would hideous in that 
1,1999911184,caibarra,psyched about my starbucks card. thanks lynn! 
0,2004298067,gemmmmy_x,@PoyntlasLove indeedio  LMAO! children infact! one which we still havent named yet ;) *cough*poneage*cough* x
1,1968496470,Nikkisurfs,@MasteryCoach Thanks Julia! I'm very happy to hear that! 
0,2175472534,tarajv,"@lilyroseallen if you reply to me, my life will be complete! hah "
1,1971018235,lozinja_670,i met suzanne shaw last night  in vagina monlogues fab show!
0,1691970746,AudioDreams,back to school tommarrow  tried recording a remake of an old mos def track with autotune..it came out soundin' WACK!
1,1970361681,cidermaker,@cindyoyo Morning Cindy. Happy Saturday. 
0,2210987332,williamfirth,"Also, I lost my awesome bridge keychain sometime today. "
1,2039910102,ShapStack,k im kinda over tweeting atm hahaha maybe later ill do it again. wow i did like over 50 tweets today  hahaha IM PROUD!
0,1752718156,ditzbee,@AntEscrow oh no  so can i get out of this soul binding contract
0,2246124533,jaredmfrye,@JessyWilsing  you never responded... but happy for you and hope you have fun on tour.
0,1974241795,sleuthruth,Is catching up on the last er 
0,2246660921,AmylvsPapaRoach,Ughh i'm so bored  2 am
0,2260280386,Tastelikecrazy,&gt; @austinheap: *PERSONALLY CONFIRMED FROM #IRAN* Tanks have rolled in Tehran ... #iranelection #gr88 Flash back to '79  {Images?}
0,1956089960,Aminabuddafly,@JazzBuddafly not funny!  i think its the curls....
0,2009856825,sinceday1,"@missmadeline mine won't scroll down, only UP  lol this is saddd"
1,1968479098,beyoncerockzz,i'm back............ just ate lunch...  not yummy...VEGETABLES.
1,2004292287,NinaPages,"Dear Yoko, do you play guitar yourself? "
1,1686488379,Katet1991,is looking forward to her very own dougie coming round 
0,2248681972,margienelson,I cannot stop coughing 
0,2248238759,xotanyaox111,is home sweet home for the night... 
1,1827928248,chickenroyal,"@MattBaseballGB Cool, just checked and that's it for them until Sunday. I'll look out for your recommendations, got it spot on last night "
1,2069566939,LUCKYCARMEN,@TomVMorris Sorry Tom  I just went outside for a few minutes. Chatting with my... Read More: http://is.gd/S9Ee
0,2246866009,Rightys_Curse,"Counting down!! I'm getting kindergarten writers block. How is that even POSSIBLE? i was over this 14 years ago, so long ago! I'm so old "
1,2175091796,aikku,@Yekith i just don't get what's the big deal 
1,2062667260,Mirna023,"@davynathan Thanks for sharing. I, for one, don't care if there spoilers. Love the behind the scenes experience. "
1,1976000746,ClaytonCalhoon,@brynnfoley And you? 
0,1981906234,valpretzel217,I really hate going to work this early.. especially when I only get a few hrs of sleep.. ughh my eyes burn 
1,2002831507,Paul_Berney,@Ms_lonelystar Thank you honey  Hope you're having a great week so far  xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx
0,1563674116,KingdomGuard,"@Tricia_PsGuard yeah my sinuses hurt, I have a headache  Here's a bucket if you can't make to the bathroom"
0,1827976570,CardyGirl,Oh my gosh..8 days since i've been on here! Sweden is beautifully SUNNY. My knitting is looking amazing. Dog has been ill with fits again 
0,2065102348,alexstrasman,has finished uni! It sucks and i'd like to do it all again please! 
1,2053314309,KayleeBDodson,Is wanting everybody to watch the TONIGHT SHOW at 11;30. I'm playing one of O'BRIAN kids FUNNY RED HAIR! 
0,2325220885,francesgali,I wanna play Sims 3 
0,2198632527,quint_uk,"My laptop keeps switching off due to overheating. I think im gonna have to send it back, but that means no net or podcasts! "
0,2052896631,crampster,dad's had an idea that becaue it's tipping it down there will be no one at warwick castle. so we're off there for the day . HELP 
0,2061842837,nicholo,out of peach schnapps  
0,1754110072,elle_ess,My feet and hands are cold  Why am I tweeting this? Oh well. Off for another day of work/revision with R1Big Wkend for company.
0,1553422856,stacishaw75,"arg, might go home early today... not feeling so hot "
1,2057116199,siansburys,@iamamro its like winter all over again *makes hot chocolate* 
1,2055698725,kayleighwoah,knows it's going to be a good day today.  next weekends gonna be the bessttt!
1,2044383709,t_lee_b,just got outta shower. bout to head into town... 
1,2058399894,Hetty4Christ,@Catholiccitizen God bless your soul!!!  He cheers me up all the time-ever need me to cheer you up-let me know-otherwise I'm here!
1,1989872039,trouble0106,We've also had Tillie the cat for 9 years today 
0,1978866590,zenxacred,@OahuAJ lol yes we did. Though I'm quite intrigued about the shrimp by the sugar mill. Sadly we did not have a lot of time today 
1,2051447664,eysies,@stewpatty i know! so you're still sticking to this ship right bb? 
0,1574104322,aswaddie78,Cut my finger on my braces 
0,2066303386,RYEAIR,doesn't anybody wanna fly to cologne ? no traffic there atm 
0,2053247950,joescanlon,@ndonegan no joy  coming down heavy now 
0,2178826526,amberlove2012,i miss my best friend ALEXIS LAPREE KENNERLY!!! even though your not talking to me for 2 months 
0,2013521042,ardenkhan,"Oh my gosh this Twitpic broke my heart. I'm close to crying. I'm serious. I need comfort, you guys! http://twitpic.com/6gpvh "
1,1975200442,tonfue,"@cobaltcow been in the BH scene for 11 years, what do you expect? plus, it was a while back, now it's mostly social engineering and seo "
1,2004292704,nickgravelyn,@nerdious_dorkus Now they just need that hard drive accessory that lets me use any laptop hard drive and we'll be set. 
0,1835347282,toriboborie,I wanna still be asleep 
1,1971545804,Kdeven,"@Terri_E hahaha, i dunno about that!  I look different than my profile picture...  for example, that is a fake mustache.  "
1,1976495676,latinabeatz,"@XPLOSIVECXC no my lovely cupcake, my gramps isn't doing good at all, waiting on word from his surgery, but have lots of fun for me "
0,2179642636,Kendra_Suzanne,I am still angry w/ the power trippin cop that gave me a ticket last night  If you live in FL don't use your horn unless ur about to die!
0,1677687651,herp0nderings,@DestinyMarselle eehh it's okay  @shenzy that's exactly where I was thinking holy mind reader
1,1979057356,GustopherWorld,Claudia is here.  I'm home 
0,1984508611,cheyyFREAK,watching the 3rd harry potter movie because it's on TV.. hahaha soo bored!!! missin' the From Jupiter guys  as well as TWTA guys 
0,1754148461,maryannedicanto,"Happy Mother's Day.  Scott's off to Dallas, I'm off to NYC to start Hilarie's apartment move out.  No Komen Race for me today "
0,1994411161,drealaflare,@devon_leigh Worse??  Do u have meds?
0,1999622117,yummymonster94,wanting to talk to him its not fair!!! 
1,1973656800,les1980,@davidhasselhoff go for the pin striped one.. 
0,1573248907,Jen1020,ready 4 skool urgh dinnny wanna go  BOOHOO on the bight side MCFLY IN 4DAYS YEEEE HAAAAA !
1,1957426256,NGowers,"@piginthepoke Good morning, no I was tucked up in bed last night. A late night for you then. "
1,2190725538,nisaqila,@erinzaerya thanks yaa follownya 
0,1975399315,LadyGodiva35,Starved and waiting for the game to start. I hope I don't throw up 
1,2193078576,clarisseolviga,watching David Cook on Larry King Live.. Didn't get to see it 'coz i was at school... 
0,2282557496,itsmeKayBee,"CHILLIN, waitin to see when i can GO HOME! "
1,1991775443,MathieuTO,@teaemporium Thanks! 
1,2187227332,_DINA,"@Listersmate Older &amp; smarter, but still learning, caring &amp; sharing. "
0,1971920282,letoackles,@Kelliekk how gutted am i i live in the uk and im not there 
1,1983794677,Emmaloveshearts,Miley pwns  &lt; Thats a fact  Just thought i'd let you know (:
0,2180000566,XxSickGirl24xX,@lalavazquez thats a nice Range rover to much money though haha 
1,2064908801,Julia_Heart,@SparksTheAlex  yesterday was awesome! i stood in the front row and screamed something like 'take your fuckin'' shirt off '  you rock
0,2226047635,kAWLo,@cookio  are you going to remove me ?  
1,2055429168,Custardcuppcake,@TheRealNobody Freaky fresh 
1,1984565510,GGSophie,@maliciousmandy1 exaxtly what I said as if they'd try and get it away from her then 
1,2051434938,funtime7777,"@elspethjane I wish I could have been there. You'll have to lighten up on @jamiew now, but only a little "
0,1676157132,Mitchell_Brown,It is 5:14 in the morning and I can't sleep 
1,1827779719,embrownny,@Nieshalanae Welcome to Twitter! 
0,2235515219,stevebiscuit,"@jearle mmm, I looked up Paul Erdos on wikipedia but it's not clicking with me "
0,2261116827,johnniwog,Fuck James Wilk. What a dick. 
1,2190811940,xXxSairxXx,@Wossy congrats on the music award! 
0,2187673044,andheartsdani,in 20 minutes ill be seventeen. lovely.    i wanna be sixteen foreverrrr&lt;/3 
1,1970466605,KirseeR,@NicCarrick *thirds* Claire :p you are too beautiful for that  12 days to go ;) ~*K*~
0,2250297969,YourPornKing,@officialTila love your asian ass! Wish you'd show more  ...
1,1999569135,avl94,2 exams down. 1 to go 
0,2179819259,winniedepoohi,@krist0ph3r Its britney spears vid bot  with a picture of a lady looking at a penis  couldnt she/he/it be more creative?
1,2064119487,purplefangs,@Sethhs23 - woo woo maybe i should get me a dodgers jersey too  how many innings are there in baseball.. seems complicated
0,2064272833,KarissDee,"the rain is making me bored, so bored that i am watching mtv's pimp my ride, which i hate! "
0,1970691574,nitagale,@brainpicker I was going to surprise you with a gift of good but it requires and address 
1,2013243011,razzmatazz459,@tommcfly i'm trying to change it 
0,1977162370,Yggypop,@Maria_Liz  I heard my boss got you in trouble what a lame ass 
1,2014550785,jbfanforever94,@TheRealJonas hey! youre welcome.  i tried to reply with a direct message but it wouldn't let me. :\
1,1970468722,pattycapistrano,is ONLINE again  http://plurk.com/p/x6gf1
1,1962750053,XXEmmaTXX,@trekkerguy uve listend 2  lots of music 2day 
0,2175688824,laurenobaybee,"just woke up, my hayfever sucks  and the weather doesnt seem to good, BGT tonight x"
0,1827638060,zyakaira,bangalore has to get past the deccan team on 21st or tuesday agst the daredevils (unlikely  ) #ipl #superbowl
0,2252350460,FRENCHBOYTONY,Back in france 
1,1975218473,SamuelHK,"Gnite all. Had a fab day at a missions conference... V inspiring, all good stuff "
0,2248507431,Shaylei,@ryanisabadass i would be sad if you deleted your MySpace.  lol
0,2223957796,connor2013,Got braces 
1,2046480559,Lozxx,@Laurface20 Didn't know you knew one of the BB contestants haha. Shame i don't watch it tho. 
1,1694053854,Lia_arch_angel,"i'm gonna eat some chips??!! anybody, want some??? hahaha! "
0,1972409654,ChloeStack,:O twitter wont let me put a picture of me up..twitter; am i really that ugly?? 
1,1684902680,blondiegal397,@kawnee37 lmfao. You told me about it hahaha 
0,2064865047,bethforsythe,@KarlaWraight Haha I was like... I'll just use it once... and then I used it loads  lol. Ahh not good! Hope it stops crashing soon lol!
0,1824177527,debbieharris2up,Rain aagrh! 25 miles off road on the bike does not seem like a jolly prospect 
1,2050527657,kiraaxo,yessssssss long weekend  xxx
1,2185012966,tweeteradder3,@jokirk1 Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
1,1833903316,FxckVanity,ugh heading to work and the driver is so rude. I'm proceeding to talk like chyna 
0,2214499870,ladykbj,@THEORACLE2 there you go that is what she said lol but yeah im done cause i sure used it alot 
0,1977517675,ericakrysl,@etothebrooke Ugh. I am at the Senior all night party. 
1,2002126571,Tatty,"@tomiwk Thank you, you are one of my &quot;oldest&quot; friends on twitter, and I value you greatly! "
0,1677424202,tweetpet,@Kathrynsweets  Clean Me!
